user_id,age_group,income_bracket,time_on_social_media_min,time_on_streaming_video_min,time_on_podcasts_min,monthly_conversions,customer_since_date,avg_monthly_spend,last_seen_days_ago,support_tickets_raised,churned_in_last_90_days
1173,35-44,Medium,112,265,168,6,2021-09-03 09:51:27,78.18,73,4,False
1174,18-24,Medium,228,85,2,4,2024-02-17 03:31:37,72.97,83,2,False
1175,25-34,Low,165,225,120,1,2024-08-28 07:07:51,60.26,70,4,False
1176,18-24,Low,47,261,129,9,2021-11-11 13:57:52,71.67,84,0,False
1177,55+,High,235,94,9,6,2021-07-09 18:55:25,89.05,23,3,False
1178,18-24,Low,235,180,139,2,2025-02-07 16:51:42,50.98,6,0,False
1179,18-24,Medium,154,107,114,0,2024-12-07 03:18:15,25.78,51,2,False
1180,18-24,Medium,145,273,26,4,2022-03-04 14:43:23,37.51,53,0,False
1181,55+,Medium,57,156,7,8,2021-12-24 14:40:45,53.01,65,2,False
1182,25-34,Medium,214,95,42,2,2024-05-24 11:32:05,64.12,11,0,False
1183,55+,Low,57,6,156,4,2022-08-23 18:37:11,57.83,23,0,False
1184,35-44,Low,63,140,89,2,2021-07-03 06:15:19,35.2,104,2,True
1185,35-44,High,25,75,219,4,2022-07-28 05:13:52,115.73,68,1,False
1186,18-24,High,93,285,97,6,2022-11-02 03:42:22,61.77,118,1,True
1187,18-24,Medium,249,21,156,4,2024-06-06 02:11:27,41.16,45,0,False
1188,55+,Medium,195,276,105,1,2022-01-22 04:09:54,37.1,56,0,False
1189,55+,Low,138,142,29,8,2024-11-16 13:33:44,26.88,44,0,False
1190,35-44,Low,208,59,128,4,2024-03-15 23:22:26,94.05,82,4,False
1191,45-54,Medium,219,41,161,3,2025-02-01 04:24:38,65.82,28,1,False
1192,35-44,High,119,93,201,7,2021-10-04 18:18:15,119.68,108,0,True
1193,35-44,Low,15,197,88,10,2022-10-17 15:56:12,75.25,61,0,False
1194,35-44,Low,103,116,207,1,2023-10-12 11:51:48,107.7,77,1,False
1195,55+,Medium,170,112,108,4,2024-11-30 02:01:13,12.61,3,1,False
1196,55+,Low,36,274,102,8,2024-08-17 17:43:23,36.19,54,0,False
1197,55+,Medium,61,141,170,9,2023-12-03 09:08:34,49.42,94,0,False
1198,18-24,High,227,117,153,3,2024-10-07 14:23:58,108.28,22,1,False
1199,25-34,Medium,85,40,40,11,2024-12-10 15:35:23,42.94,94,0,False
1200,55+,Medium,52,95,165,4,2022-04-27 02:42:31,26.99,120,0,True
1201,18-24,Medium,253,104,1,10,2022-09-13 06:15:40,61.6,43,3,False
1202,45-54,Medium,175,53,118,6,2024-08-22 19:38:54,41.86,111,0,True
1203,25-34,Low,118,34,53,6,2023-11-16 17:32:19,11.31,48,0,False
1204,35-44,Low,14,195,206,6,2022-05-17 01:38:05,63.07,35,0,False
1205,25-34,Low,111,171,104,8,2022-10-10 12:23:58,73.69,15,0,False
1206,45-54,Medium,73,57,139,2,2023-10-03 08:49:53,32.03,36,0,False
1207,45-54,Low,234,16,189,8,2024-03-13 08:44:35,24.66,37,4,False
1208,55+,Medium,34,13,118,8,2022-12-22 13:01:01,46.83,21,0,False
1209,55+,High,45,273,70,1,2024-09-27 00:18:27,113.72,17,0,False
1210,25-34,High,118,126,56,1,2025-04-03 01:32:58,79.48,47,4,False
1211,18-24,High,80,145,86,5,2024-01-22 11:08:40,68.33,65,2,False
1212,35-44,Medium,204,256,144,7,2023-03-30 05:13:57,86.54,7,0,False
1213,45-54,High,92,271,194,3,2021-07-23 00:15:54,125.61,52,1,False
1214,18-24,High,105,247,127,4,2022-07-29 07:53:04,50.88,109,0,True
1215,25-34,Low,70,209,114,1,2023-09-07 08:10:09,45.49,48,0,False
1216,18-24,High,208,211,46,2,2023-07-04 10:10:42,39.61,62,2,False
1217,35-44,Medium,236,238,193,3,2023-11-25 21:08:33,46.2,4,4,False
1218,55+,Medium,161,48,77,2,2021-09-19 09:39:45,59.42,70,1,False
1219,18-24,Low,203,34,118,6,2022-11-06 22:13:13,33.86,2,0,False
1220,25-34,Low,167,229,160,4,2025-01-12 04:35:01,40.49,56,0,False
1221,45-54,Low,204,161,140,3,2024-12-25 16:02:48,40.89,56,0,False
1222,18-24,Low,250,189,111,6,2022-04-19 17:29:50,18.67,49,2,False
1223,55+,Low,46,107,81,9,2023-11-10 22:38:38,74.08,1,1,False
1224,45-54,High,64,69,193,9,2024-12-18 03:57:04,107.06,1,1,False
1225,45-54,High,190,308,132,5,2022-09-04 20:12:24,85.87,14,1,False
1226,25-34,Medium,139,239,46,0,2023-05-22 13:39:10,26.6,46,0,False
1227,25-34,Medium,166,180,95,7,2024-04-12 11:16:47,28.49,18,1,False
1228,45-54,Medium,114,168,55,7,2022-12-09 05:29:32,41.92,89,4,False
1229,55+,Low,148,224,108,2,2024-12-06 22:09:02,50.65,89,0,False
1230,35-44,Low,94,267,79,4,2024-04-03 22:30:04,63.86,34,0,False
1231,18-24,Medium,218,146,93,5,2021-07-19 02:58:45,29.82,27,0,False
1232,55+,High,89,61,75,5,2023-05-13 22:03:53,113.85,112,2,True
1233,45-54,Medium,127,88,142,4,2025-05-01 04:40:21,15.95,78,0,False
1234,45-54,Low,146,239,101,7,2022-03-12 22:23:59,61.41,103,0,True
1235,18-24,High,211,55,165,6,2024-05-22 10:41:01,123.39,40,4,False
1236,35-44,High,34,265,200,4,2023-07-22 16:46:46,110.86,74,0,False
1237,55+,Medium,18,111,42,4,2024-01-09 07:08:23,37.44,26,1,False
1238,18-24,High,174,235,124,5,2022-12-02 01:30:46,84.39,89,2,False
1239,25-34,Medium,234,297,44,1,2023-03-14 15:12:16,45.09,109,3,True
1240,35-44,Medium,93,211,46,0,2024-01-13 05:28:08,63.25,40,2,False
1241,55+,High,99,185,167,6,2023-11-07 05:04:16,82.16,84,0,False
1242,55+,Low,193,38,153,3,2022-06-26 11:46:40,80.44,43,0,False
1243,45-54,Low,220,189,166,6,2021-10-30 01:18:29,26.99,13,0,False
1244,25-34,Low,94,33,80,5,2023-08-24 14:29:41,63.81,100,1,False
1245,35-44,Low,129,150,169,6,2022-12-21 19:34:58,81.72,42,0,False
1246,45-54,Medium,200,134,157,10,2022-02-20 06:17:45,70.53,113,0,True
1247,55+,Medium,156,289,122,8,2023-08-31 03:47:55,39.15,10,1,False
1248,55+,Medium,28,132,37,8,2025-01-10 22:39:08,33.06,15,1,False
1249,18-24,Medium,135,130,13,3,2023-10-10 07:21:10,34.79,60,0,False
1250,45-54,Medium,199,79,204,7,2023-07-06 01:08:39,55.09,53,4,False
1251,25-34,High,162,68,4,7,2023-01-03 10:51:17,89.39,60,0,False
1252,55+,Medium,220,224,168,4,2022-01-01 15:28:53,31.99,110,0,True
1253,45-54,Low,169,221,154,5,2022-06-17 13:19:39,26.96,14,0,False
1254,18-24,Medium,136,117,112,5,2023-06-21 13:47:47,16.71,93,0,False
1255,45-54,High,13,53,200,4,2022-05-04 00:41:49,75.64,58,0,False
1256,45-54,High,64,159,82,5,2025-06-12 14:03:47,67.1,75,1,False
1257,18-24,High,77,267,100,1,2021-11-06 05:17:27,63.41,51,1,False
1258,55+,High,12,88,64,5,2022-12-08 04:41:39,101.86,30,1,False
1259,25-34,Low,243,183,70,5,2024-07-30 02:05:17,10.81,1,0,False
1260,25-34,Low,104,164,83,7,2023-11-16 20:43:43,59.18,33,0,False
1261,35-44,Low,239,193,46,5,2025-05-26 17:10:31,99.11,64,0,False
1262,18-24,Medium,98,157,97,3,2021-11-20 09:41:05,54.3,61,0,False
1263,45-54,Low,135,78,66,5,2025-02-22 10:56:22,52.39,116,0,True
1264,25-34,Low,112,89,97,5,2021-09-09 15:22:56,32.0,100,1,False
1265,35-44,Medium,131,197,82,0,2023-10-20 14:41:58,83.74,45,0,False
1266,55+,Medium,98,180,156,7,2022-11-09 17:49:54,22.86,38,0,False
1267,18-24,Medium,107,29,82,3,2021-11-22 16:04:32,62.23,10,0,False
1268,55+,Medium,153,194,165,7,2023-07-14 23:14:54,48.23,26,0,False
1269,55+,Low,96,228,176,4,2021-07-04 00:33:12,38.6,24,0,False
1270,18-24,High,145,112,7,4,2022-05-07 13:16:39,102.25,33,3,False
1271,45-54,Low,200,84,80,3,2022-04-27 07:20:54,50.92,16,0,False
1272,18-24,Low,96,254,47,3,2021-10-07 21:26:48,58.38,106,2,True
1273,55+,Medium,119,162,72,9,2021-09-24 18:57:41,44.15,84,0,False
1274,35-44,High,96,220,56,5,2025-03-27 06:05:03,79.8,92,0,False
1275,18-24,High,119,310,68,6,2024-09-28 19:02:03,90.22,5,4,False
1276,25-34,Low,75,202,99,5,2022-08-06 04:24:27,36.03,75,0,False
1277,18-24,High,60,212,128,5,2023-01-11 23:25:20,96.4,34,0,False
1278,55+,Medium,211,88,44,6,2021-08-14 09:53:26,23.22,82,0,False
1279,35-44,Medium,181,270,146,5,2022-10-21 02:26:56,47.55,52,0,False
1280,45-54,Low,150,153,124,0,2022-03-04 15:52:30,17.82,110,1,True
1281,45-54,Low,26,129,198,1,2022-01-05 11:48:32,45.93,101,1,True
1282,25-34,Medium,98,205,136,1,2024-07-28 11:09:17,33.62,111,0,True
1283,18-24,Low,254,21,87,6,2023-12-08 06:13:39,54.49,8,3,False
1284,18-24,Low,54,250,167,0,2023-03-09 07:16:52,62.47,8,0,False
1285,25-34,Low,209,212,75,1,2022-01-14 15:16:56,58.31,53,0,False
1286,45-54,Medium,162,133,176,0,2024-09-24 05:52:09,67.31,96,2,True
1287,35-44,High,135,78,104,10,2022-11-17 12:26:23,129.19,59,0,False
1288,35-44,Low,173,125,216,3,2023-09-11 00:24:10,82.76,91,0,False
1289,18-24,Low,31,15,161,10,2022-05-17 21:31:50,44.55,91,2,True
1290,45-54,High,122,201,78,6,2022-08-01 23:31:59,125.97,2,0,False
1291,25-34,High,33,37,46,1,2025-04-24 14:16:53,100.43,115,2,True
1292,35-44,Medium,89,117,184,7,2025-02-28 03:57:50,50.45,17,4,False
1293,55+,Low,240,294,103,1,2023-09-14 18:04:31,63.97,87,0,False
1294,55+,Low,36,239,89,9,2021-11-01 12:42:29,38.66,29,0,False
1295,55+,High,183,259,119,3,2024-08-17 17:47:38,88.7,46,0,False
1296,25-34,High,127,290,117,7,2024-10-02 14:43:36,65.38,63,2,False
1297,18-24,Medium,152,123,12,8,2023-07-25 13:50:20,76.28,97,0,False
1298,55+,Low,142,77,143,3,2025-06-13 09:54:24,69.37,6,0,False
1299,25-34,Low,35,218,45,6,2023-12-10 02:18:21,72.69,58,0,False
1300,25-34,High,127,228,63,5,2025-04-18 18:14:46,109.87,58,1,False
1301,45-54,High,92,82,74,6,2021-12-16 15:07:33,50.61,118,4,True
1302,18-24,Low,112,176,150,10,2022-09-06 03:02:57,35.57,33,0,False
1303,25-34,Medium,194,58,113,4,2023-09-17 00:15:10,35.99,79,2,False
1304,45-54,Low,65,192,94,7,2023-06-08 03:43:20,10.0,102,2,True
1305,35-44,Medium,178,201,204,3,2024-08-09 23:37:58,97.11,101,1,True
1306,25-34,Medium,103,207,13,2,2023-06-03 15:47:05,46.26,78,3,False
1307,25-34,Low,89,175,62,10,2022-11-24 13:30:54,81.94,40,1,False
1308,18-24,High,169,217,72,0,2025-01-22 04:33:30,112.33,36,0,False
1309,45-54,Low,153,81,92,5,2025-01-12 07:27:37,10.0,35,0,False
1310,18-24,High,172,121,176,3,2023-12-27 09:38:21,99.61,63,2,False
1311,45-54,Medium,224,215,127,6,2023-04-05 15:41:20,30.37,49,1,False
1312,25-34,High,130,268,153,7,2022-04-22 12:55:50,82.05,85,0,False
1313,25-34,High,237,99,171,7,2024-05-17 00:25:04,85.84,98,1,False
1314,35-44,Low,113,237,150,4,2021-10-31 03:23:50,72.64,97,2,True
1315,45-54,Low,66,130,134,4,2024-12-26 06:12:36,56.24,30,3,False
1316,18-24,Medium,81,287,176,5,2023-07-01 14:22:32,83.91,116,0,True
1317,55+,Low,120,52,88,4,2023-11-26 10:03:52,47.03,78,1,False
1318,18-24,High,104,250,20,0,2023-05-29 20:53:49,106.97,23,0,False
1319,25-34,High,163,303,180,5,2022-12-24 22:32:48,87.26,100,0,False
1320,35-44,Medium,202,55,203,3,2022-06-18 06:32:34,70.29,10,1,False
1321,25-34,Low,108,203,163,9,2022-10-07 19:39:58,18.52,43,0,False
1322,25-34,High,177,288,129,0,2022-11-03 06:14:35,102.42,98,1,False
1323,35-44,Low,190,274,52,3,2024-05-26 00:46:14,49.1,64,0,False
1324,55+,Medium,131,62,19,4,2023-03-03 12:35:50,48.72,4,0,False
1325,35-44,High,111,165,208,1,2021-08-12 08:19:00,163.57,35,1,False
1326,35-44,Medium,179,177,212,6,2022-09-04 16:19:29,30.58,71,2,False
1327,55+,Medium,166,280,6,7,2023-09-14 15:10:58,45.93,22,1,False
1328,55+,High,85,49,166,4,2025-01-10 20:48:16,66.41,43,1,False
1329,35-44,Low,191,60,162,3,2024-11-29 02:29:28,44.31,25,0,False
1330,55+,Low,178,217,43,4,2021-09-06 05:42:44,53.52,52,1,False
1331,55+,Medium,43,142,162,10,2022-02-13 02:42:09,37.52,110,0,True
1332,35-44,Low,201,135,184,5,2025-03-30 15:13:38,70.78,35,0,False
1333,35-44,Medium,203,101,182,3,2022-11-30 08:52:35,64.58,41,0,False
1334,45-54,Medium,45,298,102,4,2024-10-08 15:59:00,26.48,116,0,True
1335,55+,High,222,106,31,0,2023-11-01 17:15:58,133.82,43,0,False
1336,25-34,High,34,276,5,0,2023-02-17 23:38:47,114.46,116,0,True
