user_id,age_group,income_bracket,time_on_social_media_min,time_on_streaming_video_min,time_on_podcasts_min,monthly_conversions,customer_since_date,avg_monthly_spend,last_seen_days_ago,support_tickets_raised,churned_in_last_90_days,partner_purchase_categories,traveler_type,household_size,education_level,homeowner_status,offline_purchase_intent
1033,35-44,High,161,60,137,4,2023-05-13 13:02:06,122.85,104,4,True,Books,Unknown,2,High School,Rent,None
1034,45-54,Low,138,274,192,5,2022-01-12 02:37:11,27.44,1,0,False,Fitness,Leisure,2,PhD,Own,None
1035,55+,Medium,111,135,150,4,2024-06-13 20:34:19,25.35,102,1,True,Home Goods,Family,5,PhD,Rent,In-Market for Home
1036,55+,Medium,93,257,167,4,2021-11-24 09:14:49,10.0,5,0,False,Apparel,Business,3,Bachelors Degree,Own,None
1037,45-54,Low,132,187,149,7,2021-09-30 12:04:49,14.61,102,0,True,Books,Unknown,5,Bachelors Degree,Own,Planning Vacation
1038,18-24,Low,235,202,161,0,2023-02-13 09:24:22,63.41,53,2,False,Apparel,Backpacker,3,Masters Degree,Own,None
1039,45-54,Low,180,43,77,3,2022-04-05 04:54:13,24.97,88,2,False,"Electronics, Books",Solo,3,Masters Degree,Rent,None
1040,35-44,Medium,11,179,192,1,2022-05-20 07:32:43,75.7,43,0,False,Groceries,Unknown,1,High School,Own,None
1041,55+,High,233,45,114,2,2023-04-28 12:15:31,85.9,37,0,False,"Books, Electronics",Unknown,5,PhD,Rent,Planning Vacation
1042,18-24,Medium,256,154,30,2,2021-09-18 01:07:36,57.95,108,3,True,Home Goods,Unknown,1,PhD,Own,None
1043,55+,Low,160,22,46,7,2025-05-30 04:42:56,40.9,99,2,True,"Apparel, Groceries",Unknown,1,Bachelors Degree,Rent,None
1044,25-34,Medium,55,109,165,3,2022-10-16 00:42:37,10.0,21,0,False,Books,Unknown,3,Masters Degree,Rent,None
1045,35-44,High,20,43,84,4,2025-07-04 17:21:07,146.97,10,4,False,Books,Unknown,3,Bachelors Degree,Rent,None
1046,18-24,High,100,106,123,4,2024-03-17 02:22:51,73.93,92,0,False,Electronics,Solo,3,High School,Own,None
1047,35-44,Low,79,239,64,5,2024-09-26 22:25:12,71.33,111,0,True,"Home Goods, Apparel",Unknown,5,Bachelors Degree,Rent,None
1048,25-34,High,203,225,84,0,2024-01-13 22:44:43,93.03,109,0,True,Fitness,Unknown,3,High School,Rent,None
1049,18-24,Medium,137,201,121,7,2025-05-13 14:45:16,53.46,3,0,False,"Groceries, Apparel",Backpacker,3,High School,Own,In-Market for Car
1050,55+,High,240,172,1,6,2022-12-05 21:55:11,62.68,38,0,False,"Fitness, Groceries",Unknown,4,PhD,Own,None
1051,35-44,High,214,130,185,6,2023-02-27 08:28:48,114.52,55,3,False,"Books, Fitness",Business,2,Bachelors Degree,Own,None
1052,35-44,Low,171,232,103,8,2022-06-29 12:10:10,83.83,18,1,False,Books,Backpacker,1,Bachelors Degree,Own,In-Market for Home
1053,55+,High,200,317,95,5,2023-06-12 23:39:34,137.44,57,1,False,Home Goods,Business,5,PhD,Own,None
1054,45-54,Medium,14,176,129,10,2023-09-26 08:58:10,66.61,58,0,False,"Apparel, Home Goods",Leisure,1,Masters Degree,Rent,None
1055,45-54,High,28,302,157,4,2024-05-07 12:34:32,83.29,61,0,False,"Fitness, Books",Unknown,1,Bachelors Degree,Own,None
1056,45-54,High,90,308,161,6,2022-11-07 00:35:57,117.45,102,2,True,"Apparel, Fitness",Unknown,2,High School,Own,None
1057,45-54,Low,50,298,210,10,2022-01-04 02:25:40,63.4,7,3,False,"Books, Apparel",Leisure,2,PhD,Rent,None
1058,45-54,Low,14,92,180,2,2025-05-19 02:47:20,20.99,112,4,True,Apparel,Business,2,High School,Rent,None
1059,45-54,Medium,75,158,83,4,2024-04-05 22:11:32,46.98,91,0,False,Home Goods,Leisure,2,Masters Degree,Own,In-Market for Car
1060,25-34,Medium,226,35,119,7,2024-01-11 06:06:42,12.07,114,0,True,"Books, Home Goods",Business,4,Bachelors Degree,Rent,None
1061,25-34,Low,200,71,128,9,2024-06-09 17:18:26,31.1,55,1,False,Fitness,Unknown,5,Masters Degree,Rent,None
1062,45-54,Medium,99,295,134,3,2021-12-03 18:58:50,35.58,111,0,True,Books,Solo,2,Bachelors Degree,Rent,In-Market for Car
1063,55+,Low,83,261,116,8,2022-10-12 22:01:53,23.46,42,0,False,"Books, Fitness",Unknown,1,PhD,Rent,None
1064,35-44,Low,72,5,204,7,2022-01-25 03:25:20,69.59,78,0,False,Groceries,Backpacker,5,Bachelors Degree,Rent,Planning Vacation
1065,55+,Low,90,281,139,4,2023-08-06 05:07:48,33.83,102,0,True,"Groceries, Fitness",Unknown,1,Bachelors Degree,Own,None
1066,25-34,High,109,239,158,3,2023-07-24 18:57:49,77.26,112,0,True,"Apparel, Electronics",Unknown,2,Bachelors Degree,Own,Planning Vacation
1067,55+,High,49,83,84,0,2021-10-22 20:09:56,69.52,86,0,False,Fitness,Leisure,2,High School,Rent,Planning Vacation
1068,45-54,High,227,313,218,0,2023-08-23 11:59:37,60.98,30,0,False,Fitness,Business,1,High School,Own,None
1069,25-34,Medium,165,136,66,8,2024-04-28 16:19:57,52.53,17,0,False,"Groceries, Fitness",Backpacker,2,High School,Own,Planning Vacation
1070,45-54,High,45,126,56,5,2023-12-31 17:20:45,111.95,101,0,True,Apparel,Business,2,Bachelors Degree,Rent,None
1071,35-44,High,180,312,54,7,2021-07-28 23:26:33,161.28,73,1,False,"Groceries, Electronics",Leisure,1,High School,Rent,In-Market for Car
1072,55+,Medium,26,276,151,6,2024-04-23 08:17:47,17.94,36,1,False,"Groceries, Electronics",Family,1,Bachelors Degree,Rent,None
1073,25-34,Low,38,108,165,4,2021-08-18 01:10:28,58.47,42,0,False,Electronics,Unknown,4,High School,Rent,Planning Vacation
1074,25-34,Low,60,237,105,1,2025-03-21 03:55:08,30.97,92,0,False,"Groceries, Electronics",Business,2,PhD,Own,None
1075,55+,High,156,279,102,3,2023-01-03 21:44:12,83.57,59,0,False,"Fitness, Books",Family,1,Masters Degree,Own,In-Market for Home
1076,35-44,Low,138,230,50,6,2024-04-16 15:11:40,56.08,95,1,False,Books,Unknown,4,PhD,Own,None
1077,55+,Low,218,127,170,0,2024-04-01 03:46:29,21.81,9,0,False,"Groceries, Home Goods",Backpacker,4,Masters Degree,Own,None
1078,55+,High,202,224,112,6,2025-05-12 21:27:14,97.92,47,4,False,Home Goods,Business,4,Bachelors Degree,Rent,None
1079,35-44,Low,179,288,169,8,2024-09-09 16:36:41,62.3,12,0,False,"Fitness, Books",Solo,2,High School,Rent,None
1080,45-54,Low,134,67,212,3,2024-07-19 00:18:28,42.55,42,1,False,"Books, Home Goods",Family,2,Masters Degree,Own,Planning Vacation
1081,35-44,Medium,183,269,51,9,2024-09-19 16:45:03,48.17,40,0,False,"Books, Fitness",Business,5,High School,Rent,None
1082,35-44,High,39,173,211,0,2023-10-17 16:37:53,135.53,19,0,False,"Electronics, Apparel",Backpacker,5,Masters Degree,Own,In-Market for Car
1083,25-34,Low,90,136,68,1,2021-11-25 12:58:24,47.29,81,1,False,Apparel,Backpacker,1,High School,Rent,None
1084,25-34,Low,104,98,123,1,2022-05-03 15:05:05,49.42,118,0,True,"Fitness, Books",Leisure,4,Bachelors Degree,Rent,None
1085,25-34,Low,215,88,41,2,2024-04-02 05:55:08,40.62,30,0,False,"Fitness, Books",Business,2,Masters Degree,Own,None
1086,25-34,Medium,154,108,151,9,2022-02-26 08:14:09,18.92,28,0,False,"Home Goods, Books",Business,2,Masters Degree,Rent,None
1087,55+,Low,194,157,158,0,2024-06-03 22:36:26,70.52,12,2,False,Electronics,Business,3,Bachelors Degree,Own,Planning Vacation
1088,35-44,Medium,50,33,121,3,2023-11-28 01:31:44,88.61,103,0,True,"Groceries, Apparel",Unknown,3,High School,Own,None
1089,45-54,High,24,188,72,1,2024-10-20 21:32:54,102.94,94,0,False,"Apparel, Groceries",Unknown,1,High School,Rent,None
1090,25-34,Low,187,203,16,3,2024-11-26 04:22:27,63.93,54,0,False,"Apparel, Fitness",Unknown,4,PhD,Own,In-Market for Car
1091,18-24,High,82,54,117,3,2021-11-22 07:00:58,119.72,95,2,True,Fitness,Unknown,5,PhD,Own,None
1092,25-34,High,89,102,2,5,2022-09-06 08:25:47,128.4,107,1,True,"Books, Apparel",Unknown,2,Bachelors Degree,Rent,None
1093,45-54,Low,210,215,207,6,2022-06-23 11:39:16,58.49,39,0,False,Home Goods,Backpacker,5,Masters Degree,Own,None
1094,18-24,Medium,245,99,113,1,2024-04-17 16:35:51,53.38,85,2,False,Apparel,Unknown,2,High School,Rent,None
1095,45-54,High,183,105,77,1,2023-04-10 14:15:58,88.06,33,2,False,"Home Goods, Groceries",Leisure,2,High School,Own,None
1096,35-44,High,59,103,140,3,2022-07-13 22:10:29,144.77,119,0,True,Groceries,Unknown,5,Masters Degree,Rent,Seeking Insurance
1097,25-34,High,50,67,77,6,2021-10-01 17:13:47,114.92,118,0,True,"Home Goods, Groceries",Unknown,2,Masters Degree,Own,None
1098,25-34,Medium,66,241,76,1,2024-03-28 23:55:57,24.93,9,0,False,"Books, Home Goods",Family,5,PhD,Rent,In-Market for Home
1099,18-24,Medium,53,113,73,2,2023-05-26 02:07:19,27.18,46,0,False,Groceries,Business,1,High School,Own,None
1100,25-34,High,114,158,25,6,2022-07-17 09:14:38,85.7,75,3,False,"Books, Fitness",Unknown,5,Masters Degree,Own,None
1101,18-24,Medium,196,109,39,4,2022-03-26 18:34:38,71.54,81,0,False,Groceries,Unknown,2,High School,Own,None
1102,25-34,High,79,110,25,8,2021-10-01 01:18:51,71.01,28,0,False,"Books, Apparel",Unknown,3,High School,Own,None
1103,35-44,High,46,118,197,8,2025-05-19 17:53:25,131.56,27,0,False,Electronics,Leisure,3,Masters Degree,Rent,None
1104,35-44,Medium,233,52,186,5,2024-02-28 13:41:17,99.24,25,0,False,Fitness,Unknown,4,Bachelors Degree,Rent,Planning Vacation
1105,55+,Medium,55,13,121,2,2022-09-09 20:27:13,77.49,88,4,False,Electronics,Unknown,2,Bachelors Degree,Own,None
1106,18-24,Low,196,150,170,5,2023-05-29 06:51:00,53.25,15,1,False,Groceries,Solo,5,High School,Own,None
1107,45-54,Low,202,117,76,5,2021-09-14 15:13:18,29.65,114,0,True,"Groceries, Apparel",Business,4,High School,Rent,Seeking Insurance
1108,18-24,High,151,85,99,6,2021-08-29 14:32:19,95.36,103,4,True,Groceries,Unknown,4,PhD,Rent,None
1109,35-44,Low,17,87,113,0,2024-08-31 12:30:06,100.98,89,0,False,"Home Goods, Books",Backpacker,2,Masters Degree,Rent,None
1110,35-44,High,177,327,91,4,2025-04-09 18:19:20,146.55,57,0,False,"Groceries, Electronics",Unknown,3,Masters Degree,Rent,None
1111,25-34,Medium,144,266,37,5,2025-03-26 00:20:07,57.87,67,0,False,Books,Unknown,4,High School,Own,None
1112,25-34,Low,147,262,10,6,2022-02-16 07:41:37,70.98,92,1,False,"Home Goods, Fitness",Solo,3,Bachelors Degree,Rent,None
1113,45-54,High,101,236,84,4,2025-05-19 23:45:34,88.7,82,0,False,"Fitness, Electronics",Unknown,2,High School,Own,None
1114,55+,Medium,173,288,50,6,2022-01-09 06:10:51,37.66,62,3,False,Electronics,Solo,2,PhD,Own,Planning Vacation
1115,18-24,Low,89,280,10,4,2024-11-28 07:19:58,24.37,100,4,True,"Apparel, Electronics",Unknown,3,Masters Degree,Rent,None
1116,18-24,Medium,183,183,78,3,2023-05-29 15:31:21,10.0,77,2,False,"Apparel, Books",Unknown,2,Bachelors Degree,Own,None
1117,55+,High,210,127,102,8,2024-08-30 08:42:33,111.22,16,1,False,Books,Unknown,4,PhD,Rent,None
1118,18-24,Medium,259,258,125,0,2023-01-09 20:40:41,44.92,76,0,False,"Books, Fitness",Family,1,PhD,Rent,None
1119,18-24,Medium,198,117,168,4,2021-08-08 22:45:25,57.94,22,3,False,"Electronics, Groceries",Leisure,5,High School,Rent,None
1120,55+,Low,138,200,152,7,2024-07-24 10:39:19,43.99,81,0,False,"Apparel, Electronics",Unknown,1,Bachelors Degree,Rent,Planning Vacation
1121,25-34,Low,73,116,92,7,2023-02-10 23:23:32,25.11,19,1,False,Books,Unknown,3,Masters Degree,Rent,None
1122,18-24,High,39,221,161,2,2025-03-28 17:00:30,76.21,80,0,False,"Fitness, Books",Unknown,1,Bachelors Degree,Own,None
1123,18-24,Low,67,146,145,5,2023-03-25 14:19:58,24.1,42,0,False,"Electronics, Apparel",Unknown,4,High School,Own,None
1124,55+,Medium,19,224,161,5,2025-03-13 18:00:28,49.46,41,0,False,Electronics,Business,3,High School,Own,Planning Vacation
1125,25-34,Medium,60,178,92,7,2023-12-07 08:21:57,10.0,41,1,False,Fitness,Backpacker,4,PhD,Rent,In-Market for Car
1126,45-54,Medium,201,24,185,6,2023-05-08 09:59:16,42.96,57,0,False,Electronics,Solo,4,High School,Rent,In-Market for Car
1127,45-54,Medium,59,97,170,5,2022-05-03 01:49:26,80.53,69,0,False,Groceries,Family,2,Bachelors Degree,Rent,In-Market for Car
1128,55+,High,211,133,122,3,2025-03-12 08:55:07,62.27,84,0,False,"Home Goods, Books",Leisure,2,Bachelors Degree,Own,Planning Vacation
1129,45-54,High,37,300,95,4,2025-03-18 05:39:13,120.3,90,4,False,Groceries,Business,1,PhD,Rent,In-Market for Home
1130,45-54,High,81,298,92,4,2022-09-15 16:45:56,90.64,71,0,False,"Electronics, Books",Business,4,PhD,Rent,None
1131,55+,Medium,181,298,4,2,2024-10-04 20:33:18,45.37,59,0,False,Home Goods,Family,5,Bachelors Degree,Own,None
1132,18-24,High,82,72,86,8,2022-12-09 13:04:23,110.12,39,1,False,"Groceries, Home Goods",Unknown,5,Bachelors Degree,Rent,None
1133,35-44,Medium,159,289,147,0,2022-08-28 19:03:55,73.55,68,0,False,Groceries,Leisure,3,Masters Degree,Own,Planning Vacation
1134,55+,Medium,224,72,17,6,2024-03-01 03:49:33,37.42,43,0,False,Apparel,Solo,3,High School,Own,None
1135,25-34,High,84,299,134,2,2022-03-18 07:52:35,121.45,70,1,False,"Groceries, Fitness",Leisure,2,PhD,Rent,In-Market for Car
1136,55+,Medium,195,83,108,8,2024-07-16 16:16:53,46.94,97,1,False,"Books, Apparel",Unknown,5,Masters Degree,Own,In-Market for Car
1137,35-44,Low,173,6,97,3,2023-11-17 01:23:44,75.09,86,0,False,Groceries,Unknown,2,PhD,Own,None
1138,35-44,Medium,169,52,196,2,2025-01-24 03:41:33,56.74,99,0,False,"Home Goods, Apparel",Solo,4,Bachelors Degree,Rent,Planning Vacation
1139,45-54,High,237,325,43,4,2025-06-26 04:58:46,96.77,68,1,False,"Electronics, Apparel",Backpacker,5,Bachelors Degree,Own,None
1140,55+,High,187,159,171,4,2022-06-22 13:41:49,110.3,43,0,False,Electronics,Business,3,PhD,Own,None
1141,18-24,Low,254,138,106,4,2024-12-31 08:20:01,43.04,21,0,False,"Apparel, Groceries",Unknown,4,Masters Degree,Rent,Seeking Insurance
1142,55+,Low,95,296,21,2,2025-05-11 02:34:04,69.16,93,0,False,"Home Goods, Apparel",Unknown,5,Masters Degree,Rent,None
1143,18-24,Medium,170,197,114,6,2022-05-19 19:59:32,40.48,100,0,False,Home Goods,Business,4,Masters Degree,Rent,In-Market for Home
1144,35-44,High,125,155,108,4,2022-04-02 18:41:18,162.95,53,1,False,Apparel,Family,1,High School,Own,None
1145,18-24,Medium,178,178,124,4,2023-08-04 20:45:17,35.4,107,0,True,"Fitness, Apparel",Unknown,1,Masters Degree,Own,None
1146,55+,Low,40,129,126,2,2023-01-06 03:42:46,22.38,120,2,True,"Books, Groceries",Solo,5,High School,Rent,None
1147,25-34,Low,83,106,148,7,2022-12-05 02:46:33,10.0,107,2,True,Electronics,Business,4,High School,Own,In-Market for Car
1148,35-44,High,180,91,56,0,2023-06-08 04:32:22,113.32,73,0,False,Electronics,Business,5,Masters Degree,Own,None
1149,45-54,Medium,117,255,42,10,2022-09-11 18:28:43,10.0,6,1,False,Groceries,Business,5,Masters Degree,Rent,None
1150,18-24,Low,170,22,147,5,2022-12-30 10:42:09,16.51,98,2,True,"Groceries, Home Goods",Unknown,3,PhD,Own,None
1151,25-34,Medium,151,226,67,4,2023-04-23 10:38:32,25.03,105,0,True,"Apparel, Books",Family,5,PhD,Rent,None
1152,55+,High,183,185,128,0,2021-12-08 17:05:26,110.6,115,1,True,Home Goods,Business,1,High School,Rent,In-Market for Car
1153,35-44,Low,105,267,59,7,2023-05-30 05:37:02,66.18,42,1,False,"Fitness, Home Goods",Backpacker,4,Masters Degree,Own,Planning Vacation
1154,18-24,High,160,146,124,3,2022-12-08 22:28:01,63.48,54,0,False,"Electronics, Books",Backpacker,5,High School,Rent,In-Market for Home
1155,55+,Low,185,276,125,5,2024-10-28 08:06:50,70.76,40,0,False,Home Goods,Business,3,High School,Rent,In-Market for Car
1156,35-44,High,30,245,215,3,2025-05-21 08:08:30,93.18,72,1,False,Home Goods,Unknown,2,High School,Own,In-Market for Home
1157,18-24,Medium,82,119,38,3,2023-08-30 17:46:20,54.09,77,0,False,"Fitness, Groceries",Business,2,Masters Degree,Rent,None
1158,25-34,High,112,284,146,1,2023-12-12 02:30:27,77.07,108,0,True,Fitness,Unknown,2,Masters Degree,Own,None
1159,55+,Medium,75,160,41,2,2023-11-30 00:08:14,39.68,25,0,False,Apparel,Solo,2,Bachelors Degree,Own,None
1160,35-44,Medium,236,266,51,9,2024-06-16 04:48:12,65.35,13,0,False,"Electronics, Apparel",Business,4,High School,Own,None
1161,45-54,High,208,210,156,8,2023-06-26 14:07:31,79.13,103,1,True,Groceries,Backpacker,2,High School,Rent,None
1162,35-44,Low,31,298,157,3,2021-08-21 12:30:52,56.32,26,0,False,Home Goods,Leisure,5,PhD,Own,None
1163,25-34,High,182,206,152,5,2023-07-02 11:09:48,83.86,119,1,True,"Fitness, Groceries",Unknown,4,Masters Degree,Rent,In-Market for Car
1164,18-24,Low,76,21,86,0,2022-01-25 09:10:41,73.03,60,0,False,Electronics,Unknown,1,Masters Degree,Rent,None
1165,55+,High,120,113,61,6,2024-03-02 04:12:24,71.09,113,0,True,Apparel,Backpacker,1,PhD,Rent,None
1166,45-54,Low,78,228,134,4,2022-09-11 10:04:48,53.47,38,0,False,Fitness,Unknown,3,PhD,Own,Planning Vacation
1167,45-54,High,217,90,50,4,2022-04-12 20:13:24,109.31,23,0,False,"Home Goods, Fitness",Family,1,Masters Degree,Rent,None
1168,45-54,High,111,126,118,7,2024-06-26 03:13:51,112.75,6,3,False,Fitness,Solo,3,Masters Degree,Own,None
1169,35-44,High,149,118,53,2,2024-10-11 10:21:37,131.4,54,0,False,Books,Leisure,3,High School,Own,None
1170,25-34,High,102,270,166,3,2024-05-06 08:36:51,104.98,101,0,True,Apparel,Unknown,5,High School,Own,Planning Vacation
1171,18-24,Medium,251,192,132,3,2024-06-05 02:11:36,88.83,96,0,False,Electronics,Business,2,PhD,Own,In-Market for Car
1172,45-54,High,34,112,140,8,2025-04-21 11:23:39,110.52,113,1,True,Electronics,Business,1,High School,Own,Planning Vacation
1173,35-44,Medium,84,74,208,2,2022-09-29 01:54:00,22.91,30,3,False,Books,Business,1,PhD,Rent,None
1174,18-24,High,103,197,104,0,2022-08-23 01:31:22,143.06,37,0,False,Fitness,Unknown,4,Masters Degree,Rent,None
1175,25-34,Medium,100,88,77,3,2021-11-05 20:22:40,42.37,105,4,True,Groceries,Unknown,4,PhD,Rent,None
1176,18-24,High,57,138,21,4,2023-02-20 21:30:00,97.43,31,0,False,Apparel,Unknown,3,Bachelors Degree,Own,In-Market for Car
1177,35-44,Medium,13,41,199,7,2023-03-12 11:17:29,67.78,118,2,True,"Groceries, Electronics",Unknown,1,Bachelors Degree,Rent,None
1178,55+,Medium,112,206,163,2,2023-02-03 19:06:53,46.22,28,0,False,"Apparel, Electronics",Family,5,PhD,Rent,None
1179,45-54,Medium,175,81,215,7,2024-11-08 09:09:35,44.4,92,0,False,Electronics,Backpacker,1,PhD,Rent,None
1180,18-24,Medium,56,185,32,6,2024-06-13 07:40:13,49.46,90,0,False,Apparel,Business,5,Masters Degree,Rent,None
1181,25-34,Medium,96,117,91,5,2024-12-01 01:56:15,53.01,10,0,False,"Electronics, Apparel",Unknown,3,Masters Degree,Own,None
1182,25-34,High,34,312,122,4,2022-07-09 20:58:27,121.24,12,0,False,"Apparel, Home Goods",Solo,4,PhD,Own,None
1183,18-24,Medium,227,129,135,2,2023-10-12 03:12:49,59.68,61,0,False,Fitness,Leisure,5,PhD,Own,None
1184,55+,High,205,176,76,8,2023-12-27 08:40:01,52.76,79,1,False,"Electronics, Home Goods",Unknown,5,Masters Degree,Rent,In-Market for Home
1185,45-54,Medium,221,177,159,4,2022-03-14 01:27:57,27.94,66,0,False,Apparel,Family,3,Masters Degree,Rent,None
1186,35-44,Low,15,156,111,7,2024-10-21 09:09:18,81.28,108,0,True,"Home Goods, Apparel",Leisure,3,Masters Degree,Own,Planning Vacation
1187,55+,High,185,276,143,9,2023-12-18 16:33:47,104.38,32,1,False,Fitness,Unknown,4,PhD,Rent,None
1188,25-34,Low,210,171,171,7,2023-11-21 04:11:51,41.55,26,0,False,Home Goods,Leisure,4,Masters Degree,Rent,None
1189,45-54,Low,16,128,213,5,2024-11-20 17:14:53,82.11,99,0,False,Fitness,Leisure,2,Masters Degree,Own,None
1190,18-24,Low,153,226,100,0,2021-10-15 15:33:22,41.03,56,0,False,"Books, Fitness",Family,1,Bachelors Degree,Rent,None
1191,45-54,Low,133,242,211,9,2022-07-21 03:21:41,41.21,116,0,True,Fitness,Solo,5,PhD,Rent,In-Market for Car
1192,55+,High,35,66,81,5,2021-10-09 05:30:52,84.8,93,1,False,Electronics,Family,2,PhD,Own,None
1193,18-24,Low,250,31,133,6,2023-10-08 14:26:30,41.56,40,0,False,Groceries,Family,4,Bachelors Degree,Rent,In-Market for Car
1194,25-34,Low,38,246,10,5,2021-11-27 17:11:44,21.95,108,1,True,"Groceries, Home Goods",Family,4,High School,Own,None
1195,35-44,Medium,210,74,56,0,2021-09-13 14:49:50,73.32,116,1,True,"Books, Apparel",Unknown,5,PhD,Rent,None
1196,25-34,High,236,59,171,1,2022-11-25 19:23:18,79.51,20,1,False,Fitness,Unknown,3,Bachelors Degree,Own,None
1197,25-34,Low,147,135,86,5,2022-09-16 11:13:35,35.28,84,2,False,"Books, Electronics",Unknown,2,Masters Degree,Rent,In-Market for Car
1198,45-54,Medium,232,153,210,4,2023-11-19 20:09:34,36.21,49,4,False,Groceries,Family,4,High School,Rent,None
1199,25-34,Low,258,69,180,1,2021-09-20 04:14:28,26.01,18,0,False,Electronics,Unknown,3,PhD,Rent,None
1200,35-44,High,34,267,124,7,2022-05-07 02:11:14,91.42,104,0,True,Electronics,Backpacker,3,High School,Rent,In-Market for Home
1201,18-24,Medium,127,168,69,4,2022-05-12 03:13:12,44.41,111,1,True,Groceries,Unknown,4,PhD,Own,Seeking Insurance
