user_id,age_group,income_bracket,time_on_social_media_min,time_on_streaming_video_min,time_on_podcasts_min,monthly_conversions,customer_since_date,avg_monthly_spend,last_seen_days_ago,support_tickets_raised,churned_in_last_90_days,partner_purchase_categories,traveler_type,household_size,education_level,homeowner_status,offline_purchase_intent
5024,25-34,Low,90,120,240,4,"2023-05-14 10:55:40",50.9,58,0,False,"Groceries",Family,2,Bachelors Degree,Rent,None
5025,35-44,High,160,200,160,8,"2022-02-02 08:35:10",160.4,16,0,False,"Electronics",Leisure,3,PhD,Own,None
5026,18-24,Medium,230,160,50,3,"2024-03-25 20:45:15",60.1,72,2,False,"Fitness, Apparel",Solo,1,High School,Rent,None
5027,45-54,Low,50,70,290,2,"2024-01-01 11:55:00",38.1,86,3,True,"Home Goods, Groceries",Unknown,3,Bachelors Degree,Own,In-Market for Home
5028,55+,High,140,160,130,10,"2021-12-01 07:10:50",190.2,6,0,False,"Electronics, Books",Business,2,Masters Degree,Own,None
5029,25-34,High,210,240,100,7,"2023-07-07 12:30:25,142.5,29,1,False,"Fitness, Electronics",Leisure,2,PhD,Own,None
5030,35-44,Medium,150,180,170,5,"2022-10-15 14:40:30",90.8,31,0,False,"Apparel, Books",Family,4,Bachelors Degree,Own,None
5031,18-24,Low,260,190,20,1,"2024-05-30 23:00:00",20.5,91,4,True,"Apparel, Fitness",Backpacker,1,High School,Rent,None
5032,45-54,High,100,120,260,8,"2022-06-20 16:10:45",168.9,19,1,False,"Electronics, Home Goods",Business,3,Masters Degree,Own,Planning Vacation
5033,55+,Medium,70,80,130,4,"2023-06-16 19:20:55",84.2,55,0,False,"Books, Groceries",Leisure,2,Bachelors Degree,Own,None
5034,25-34,Low,60,90,210,3,"2024-02-28 08:40:20",46.5,108,2,True,"Apparel",Solo,2,High School,Rent,None
5035,35-44,High,180,220,150,9,"2021-08-11 11:50:35",158.3,13,0,False,"Electronics, Fitness",Business,3,PhD,Own,In-Market for Car
5036,18-24,High,270,260,80,6,"2023-01-25 14:30:05",125.2,23,1,False,"Fitness, Electronics",Solo,1,Bachelors Degree,Own,None
5037,45-54,Low,40,60,280,2,"2023-12-15 09:15:50",34.9,74,2,False,"Groceries, Home Goods",Unknown,4,Masters Degree,Rent,None
5038,55+,High,120,130,110,7,"2022-03-25 07:50:40",185.6,9,0,False,"Books, Electronics",Leisure,2,PhD,Own,None
5039,25-34,Medium,190,210,70,5,"2023-09-20 10:25:10",72.1,37,1,False,"Apparel, Fitness",Business,2,Bachelors Degree,Rent,None
5040,35-44,Low,50,80,230,4,"2024-04-01 12:00:15",48.3,60,0,False,"Books",Family,3,High School,Own,None
5041,18-24,Low,250,180,30,1,"2024-06-20 22:10:40",22.2,99,4,True,"Apparel",Backpacker,1,High School,Rent,Seeking Insurance
5042,45-54,High,110,130,270,9,"2022-07-25 17:30:30",178.2,14,1,False,"Home Goods, Electronics",Business,4,Masters Degree,Own,None
5043,55+,Medium,80,90,140,3,"2023-05-20 18:40:20",86.5,49,0,False,"Books, Groceries",Leisure,2,Bachelors Degree,Own,None
5044,25-34,High,240,270,110,11,"2022-05-05 11:35:50",150.8,26,0,False,"Fitness, Electronics",Solo,2,PhD,Own,None
5045,35-44,Medium,170,200,180,6,"2023-01-05 14:10:40",93.7,24,1,False,"Apparel, Home Goods",Family,3,Bachelors Degree,Own,None
5046,18-24,High,290,270,90,7,"2023-08-15 13:50:30",128.3,21,1,False,"Electronics, Fitness",Solo,1,Bachelors Degree,Own,In-Market for Car
5047,45-54,Low,30,50,260,2,"2024-02-11 10:50:20",37.4,82,3,True,"Groceries",Unknown,3,Masters Degree,Rent,None
5048,55+,Low,60,70,120,4,"2024-03-30 16:20:10",46.9,105,2,True,"Home Goods",Family,1,High School,Rent,None
5049,25-34,Low,70,100,220,1,"2024-04-20 09:30:00",44.1,115,3,True,"Books",Solo,2,Bachelors Degree,Rent,None
